State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
CA,CA,2017,March,Number of Deaths,264767,,100,0.361827569145702,Underreported due to incomplete data
CA,CA,2017,April,Number of Deaths,265286,,100,0.360365793897906,Underreported due to incomplete data
CA,CA,2017,May,Number of Deaths,265953,,100,0.35645395991021,Underreported due to incomplete data
CA,CA,2017,June,Number of Deaths,266897,,100,0.360438671097839,Underreported due to incomplete data
CA,CA,2017,July,Number of Deaths,267372,,100,0.358302290441781,Underreported due to incomplete data
CA,CA,2017,August,Number of Deaths,267350,,100,0.35459135964092,Underreported due to incomplete data
CA,CA,2017,September,Number of Deaths,268096,,100,0.352485676772499,Underreported due to incomplete data
CA,CA,2017,October,Number of Deaths,268373,,100,0.345414777194427,Underreported due to incomplete data
CA,CA,2017,November,Number of Deaths,268382,,100,0.340931955198188,Underreported due to incomplete data
CA,CA,2017,December,Number of Deaths,269394,,100,0.331484739823456,Underreported due to incomplete data
CA,CA,2018,January,Number of Deaths,271362,,100,0.374039106433473,Underreported due to incomplete data
CA,CA,2018,February,Number of Deaths,271536,,100,0.418360733015143,Underreported due to incomplete data
CA,CA,2018,March,Number of Deaths,272915,,100,0.483300661378085,Underreported due to incomplete data
CA,CA,2015,January,Number of Drug Overdose Deaths,4603,4813,100,0.238123058450951,
CA,CA,2015,February,Number of Drug Overdose Deaths,4616,4820,100,0.230873879641485,
CA,CA,2015,March,Number of Drug Overdose Deaths,4608,4807,100,0.224616363202672,
CA,CA,2015,April,Number of Drug Overdose Deaths,4625,4823,100,0.222678389912629,
CA,CA,2015,May,Number of Drug Overdose Deaths,4607,4799,100,0.217444398049303,
CA,CA,2015,June,Number of Drug Overdose Deaths,4604,4798,100,0.219747447397955,
CA,CA,2015,July,Number of Drug Overdose Deaths,4628,4827,100,0.224339022069792,
CA,CA,2015,August,Number of Drug Overdose Deaths,4670,4879,100,0.233950963877971,
CA,CA,2015,September,Number of Drug Overdose Deaths,4747,4979,100,0.255868845829299,
CA,CA,2015,October,Number of Drug Overdose Deaths,4784,5038,100,0.278952473326867,
CA,CA,2015,November,Number of Drug Overdose Deaths,4747,5025,100,0.308336682019103,
CA,CA,2015,December,Number of Drug Overdose Deaths,4762,5084,100,0.355918392448073,
CA,CA,2016,January,Number of Drug Overdose Deaths,4745,5070,100,0.359810723362244,
CA,CA,2016,February,Number of Drug Overdose Deaths,4745,5073,100,0.363904371458842,
CA,CA,2016,March,Number of Drug Overdose Deaths,4768,5105,100,0.371438626556905,
CA,CA,2016,April,Number of Drug Overdose Deaths,4795,5140,100,0.377683059691508,
CA,CA,2016,May,Number of Drug Overdose Deaths,4811,5170,100,0.391883987046801,
CA,CA,2016,June,Number of Drug Overdose Deaths,4844,5210,100,0.396990824845965,
CA,CA,2016,July,Number of Drug Overdose Deaths,4816,5192,100,0.410163492008884,
CA,CA,2016,August,Number of Drug Overdose Deaths,4791,5175,100,0.420198562920915,
CA,CA,2016,September,Number of Drug Overdose Deaths,4716,5094,100,0.419781637224709,
CA,CA,2016,October,Number of Drug Overdose Deaths,4659,5030,100,0.417124958611004,
CA,CA,2016,November,Number of Drug Overdose Deaths,4709,5061,100,0.392971489556335,
CA,CA,2016,December,Number of Drug Overdose Deaths,4755,5084,100,0.363983145832621,
CA,CA,2017,January,Number of Drug Overdose Deaths,4771,5058,100,0.364814954398131,Underreported due to incomplete data
CA,CA,2017,February,Number of Drug Overdose Deaths,4724,5026,100,0.363548505222942,Underreported due to incomplete data
CA,CA,2017,March,Number of Drug Overdose Deaths,4721,5022,100,0.361827569145702,Underreported due to incomplete data
CA,CA,2017,April,Number of Drug Overdose Deaths,4714,5018,100,0.360365793897906,Underreported due to incomplete data
CA,CA,2017,May,Number of Drug Overdose Deaths,4761,5064,100,0.35645395991021,Underreported due to incomplete data
CA,CA,2017,June,Number of Drug Overdose Deaths,4808,5137,100,0.360438671097839,Underreported due to incomplete data
CA,CA,2017,July,Number of Drug Overdose Deaths,4870,5214,100,0.358302290441781,Underreported due to incomplete data
CA,CA,2017,August,Number of Drug Overdose Deaths,4900,5268,100,0.35459135964092,Underreported due to incomplete data
CA,CA,2017,September,Number of Drug Overdose Deaths,4973,5338,100,0.352485676772499,Underreported due to incomplete data
CA,CA,2017,October,Number of Drug Overdose Deaths,5079,5432,100,0.345414777194427,Underreported due to incomplete data
CA,CA,2017,November,Number of Drug Overdose Deaths,5060,5390,100,0.340931955198188,Underreported due to incomplete data
CA,CA,2017,December,Number of Drug Overdose Deaths,5029,5312,100,0.331484739823456,Underreported due to incomplete data
CA,CA,2018,January,Number of Drug Overdose Deaths,5059,5372,100,0.374039106433473,Underreported due to incomplete data
CA,CA,2018,February,Number of Drug Overdose Deaths,5103,5483,100,0.418360733015143,Underreported due to incomplete data
CA,CA,2018,March,Number of Drug Overdose Deaths,5049,5490,100,0.483300661378085,Underreported due to incomplete data
CO,CO,2015,January,Number of Deaths,36264,,100,0.019302889918376,
CO,CO,2015,February,Number of Deaths,36330,,100,0.019267822736031,
CO,CO,2015,March,Number of Deaths,36300,,100,0.019283746556474,
CO,CO,2015,April,Number of Deaths,36601,,100,0.02185732630256,
CO,CO,2015,May,Number of Deaths,36667,,100,0.021817983472878,
CO,CO,2015,June,Number of Deaths,36816,,100,0.024445893089961,
CO,CO,2015,July,Number of Deaths,36960,,100,0.03517316017316,
CO,CO,2015,August,Number of Deaths,37125,,100,0.037710437710438,
CO,CO,2015,September,Number of Deaths,37101,,100,0.043125522223121,
CO,CO,2015,October,Number of Deaths,37144,,100,0.045767822528538,
CO,CO,2015,November,Number of Deaths,37144,,100,0.040383372819298,
CO,CO,2015,December,Number of Deaths,36993,,100,0.040548211823859,
CO,CO,2016,January,Number of Deaths,36752,,100,0.040814105354811,
CO,CO,2016,February,Number of Deaths,36987,,100,0.040554789520642,
CO,CO,2016,March,Number of Deaths,37387,,100,0.045470350656645,
CO,CO,2016,April,Number of Deaths,37351,,100,0.042836871837434,
CO,CO,2016,May,Number of Deaths,37535,,100,0.042626881577195,
CO,CO,2016,June,Number of Deaths,37504,,100,0.037329351535836,
CO,CO,2016,July,Number of Deaths,37620,,100,0.026581605528974,
CO,CO,2016,August,Number of Deaths,37650,,100,0.029216467463479,
CO,CO,2016,September,Number of Deaths,37834,,100,0.034360628006555,
CO,CO,2016,October,Number of Deaths,38048,,100,0.026282590412111,
CO,CO,2016,November,Number of Deaths,38075,,100,0.026263952724885,
CO,CO,2016,December,Number of Deaths,38151,,100,0.031453959267123,
CO,CO,2017,January,Number of Deaths,38236,,100,0.031384035987028,Underreported due to incomplete data
CO,CO,2017,February,Number of Deaths,38358,,100,0.031284217112467,Underreported due to incomplete data
CO,CO,2017,March,Number of Deaths,38364,,100,0.026066103638828,Underreported due to incomplete data
CO,CO,2017,April,Number of Deaths,38521,,100,0.0285558526518,Underreported due to incomplete data
CO,CO,2017,May,Number of Deaths,38410,,100,0.033845352772715,Underreported due to incomplete data
CO,CO,2017,June,Number of Deaths,38470,,100,0.036391993761372,Underreported due to incomplete data
CO,CO,2017,July,Number of Deaths,38367,,100,0.039096098209399,Underreported due to incomplete data
CO,CO,2017,August,Number of Deaths,38380,,100,0.033871808233455,Underreported due to incomplete data
CO,CO,2017,September,Number of Deaths,38542,,100,0.028540293705568,Underreported due to incomplete data
CO,CO,2017,October,Number of Deaths,38590,,100,0.036278828712102,Underreported due to incomplete data
CO,CO,2017,November,Number of Deaths,38704,,100,0.03358825961141,Underreported due to incomplete data
CO,CO,2017,December,Number of Deaths,38759,,100,0.03096055109781,Underreported due to incomplete data
CO,CO,2018,January,Number of Deaths,38983,,100,0.033347869584178,Underreported due to incomplete data
CO,CO,2018,February,Number of Deaths,38951,,100,0.041077250904983,Underreported due to incomplete data
CO,CO,2018,March,Number of Deaths,38960,,100,0.051334702258727,Underreported due to incomplete data
CO,CO,2015,January,Number of Drug Overdose Deaths,923,930,100,0.019302889918376,
CO,CO,2015,February,Number of Drug Overdose Deaths,932,939,100,0.019267822736031,
CO,CO,2015,March,Number of Drug Overdose Deaths,939,946,100,0.019283746556474,
CO,CO,2015,April,Number of Drug Overdose Deaths,950,957,100,0.02185732630256,
CO,CO,2015,May,Number of Drug Overdose Deaths,927,934,100,0.021817983472878,
CO,CO,2015,June,Number of Drug Overdose Deaths,921,929,100,0.024445893089961,
CO,CO,2015,July,Number of Drug Overdose Deaths,918,927,100,0.03517316017316,
CO,CO,2015,August,Number of Drug Overdose Deaths,928,938,100,0.037710437710438,
CO,CO,2015,September,Number of Drug Overdose Deaths,917,927,100,0.043125522223121,
CO,CO,2015,October,Number of Drug Overdose Deaths,915,926,100,0.045767822528538,
CO,CO,2015,November,Number of Drug Overdose Deaths,908,918,100,0.040383372819298,
CO,CO,2015,December,Number of Drug Overdose Deaths,913,923,100,0.040548211823859,
CO,CO,2016,January,Number of Drug Overdose Deaths,913,923,100,0.040814105354811,
CO,CO,2016,February,Number of Drug Overdose Deaths,912,922,100,0.040554789520642,
CO,CO,2016,March,Number of Drug Overdose Deaths,908,919,100,0.045470350656645,
CO,CO,2016,April,Number of Drug Overdose Deaths,894,904,100,0.042836871837434,
CO,CO,2016,May,Number of Drug Overdose Deaths,915,925,100,0.042626881577195,
CO,CO,2016,June,Number of Drug Overdose Deaths,935,945,100,0.037329351535836,
CO,CO,2016,July,Number of Drug Overdose Deaths,928,936,100,0.026581605528974,
CO,CO,2016,August,Number of Drug Overdose Deaths,934,942,100,0.029216467463479,
CO,CO,2016,September,Number of Drug Overdose Deaths,933,942,100,0.034360628006555,
CO,CO,2016,October,Number of Drug Overdose Deaths,948,956,100,0.026282590412111,
CO,CO,2016,November,Number of Drug Overdose Deaths,952,960,100,0.026263952724885,
CO,CO,2016,December,Number of Drug Overdose Deaths,965,974,100,0.031453959267123,
CO,CO,2017,January,Number of Drug Overdose Deaths,977,978,100,0.031384035987028,Underreported due to incomplete data
CO,CO,2017,February,Number of Drug Overdose Deaths,967,972,100,0.031284217112467,Underreported due to incomplete data
CO,CO,2017,March,Number of Drug Overdose Deaths,964,968,100,0.026066103638828,Underreported due to incomplete data
CO,CO,2017,April,Number of Drug Overdose Deaths,989,994,100,0.0285558526518,Underreported due to incomplete data
CO,CO,2017,May,Number of Drug Overdose Deaths,983,989,100,0.033845352772715,Underreported due to incomplete data
CO,CO,2017,June,Number of Drug Overdose Deaths,997,1007,100,0.036391993761372,Underreported due to incomplete data
CO,CO,2017,July,Number of Drug Overdose Deaths,1013,1026,100,0.039096098209399,Underreported due to incomplete data
CO,CO,2017,August,Number of Drug Overdose Deaths,1019,1036,100,0.033871808233455,Underreported due to incomplete data
CO,CO,2017,September,Number of Drug Overdose Deaths,1024,1039,100,0.028540293705568,Underreported due to incomplete data
CO,CO,2017,October,Number of Drug Overdose Deaths,1027,1041,100,0.036278828712102,Underreported due to incomplete data
CO,CO,2017,November,Number of Drug Overdose Deaths,1046,1057,100,0.03358825961141,Underreported due to incomplete data
CO,CO,2017,December,Number of Drug Overdose Deaths,1040,1043,100,0.03096055109781,Underreported due to incomplete data
CO,CO,2018,January,Number of Drug Overdose Deaths,1048,1049,100,0.033347869584178,Underreported due to incomplete data
CO,CO,2018,February,Number of Drug Overdose Deaths,1053,1060,100,0.041077250904983,Underreported due to incomplete data
CO,CO,2018,March,Number of Drug Overdose Deaths,1067,1076,100,0.051334702258727,Underreported due to incomplete data
CT,CT,2015,January,Cocaine (T40.5),118,123,100,0.009926872042619,
CT,CT,2015,February,Cocaine (T40.5),124,129,100,0.009885004448252,
CT,CT,2015,March,Cocaine (T40.5),124,129,100,0.009837033150802,
CT,CT,2015,April,Cocaine (T40.5),125,130,100,0.009858368111465,
CT,CT,2015,May,Cocaine (T40.5),124,129,100,0.013141899661596,
CT,CT,2015,June,Cocaine (T40.5),126,131,100,0.013111315064901,
CT,CT,2015,July,Cocaine (T40.5),133,138,100,0.016333464001045,
CT,CT,2015,August,Cocaine (T40.5),134,139,100,0.016367147860814,
CT,CT,2015,September,Cocaine (T40.5),139,144,100,0.019636078020683,
CT,CT,2015,October,Cocaine (T40.5),155,161,100,0.016331863465621,
CT,CT,2015,November,Cocaine (T40.5),164,170,100,0.019511560599655,
CT,CT,2015,December,Cocaine (T40.5),168,174,100,0.016339869281046,
CT,CT,2016,January,Cocaine (T40.5),171,177,100,0.016464699683878,
CT,CT,2016,February,Cocaine (T40.5),177,184,100,0.016539313949257,
CT,CT,2016,March,Cocaine (T40.5),179,186,100,0.016577150056362,
CT,CT,2016,April,Cocaine (T40.5),186,193,100,0.016557387906484,
CT,CT,2016,May,Cocaine (T40.5),195,202,100,0.013245910325187,
CT,CT,2016,June,Cocaine (T40.5),197,204,100,0.016562872664635,
CT,CT,2016,July,Cocaine (T40.5),201,208,100,0.013291686050376,
CT,CT,2016,August,Cocaine (T40.5),211,219,100,0.016580448335323,
CT,CT,2016,September,Cocaine (T40.5),223,231,100,0.016617920765754,
CT,CT,2016,October,Cocaine (T40.5),223,231,100,0.01658099817609,
CT,CT,2016,November,Cocaine (T40.5),224,232,100,0.016504918465703,
CT,CT,2016,December,Cocaine (T40.5),237,246,100,0.026108808459254,
CT,CT,2017,January,Cocaine (T40.5),250,257,100,0.025945384964649,Underreported due to incomplete data
CT,CT,2017,February,Cocaine (T40.5),247,255,100,0.02578731908584,Underreported due to incomplete data
CT,CT,2017,March,Cocaine (T40.5),259,267,100,0.025756600128783,Underreported due to incomplete data
CT,CT,2017,April,Cocaine (T40.5),267,277,100,0.025720164609054,Underreported due to incomplete data
CT,CT,2017,May,Cocaine (T40.5),280,291,100,0.025709419288492,Underreported due to incomplete data
CT,CT,2017,June,Cocaine (T40.5),278,289,100,0.0224,Underreported due to incomplete data
CT,CT,2017,July,Cocaine (T40.5),286,296,100,0.022330685552046,Underreported due to incomplete data
CT,CT,2017,August,Cocaine (T40.5),294,304,100,0.019122896481387,Underreported due to incomplete data
CT,CT,2017,September,Cocaine (T40.5),289,299,100,0.015850372483753,Underreported due to incomplete data
CT,CT,2017,October,Cocaine (T40.5),285,296,100,0.015866467806937,Underreported due to incomplete data
CT,CT,2017,November,Cocaine (T40.5),285,296,100,0.019091863684093,Underreported due to incomplete data
CT,CT,2017,December,Cocaine (T40.5),290,301,100,0.012680297987003,Underreported due to incomplete data
CT,CT,2018,January,Cocaine (T40.5),280,289,100,0.08190266183651,Underreported due to incomplete data
CT,CT,2018,February,Cocaine (T40.5),280,290,100,0.158388241256969,Underreported due to incomplete data
CT,CT,2018,March,Cocaine (T40.5),280,290,100,0.196681787900898,Underreported due to incomplete data
CT,CT,2015,January,Heroin (T40.1),298,299,100,0.009926872042619,
CT,CT,2015,February,Heroin (T40.1),302,303,100,0.009885004448252,
CT,CT,2015,March,Heroin (T40.1),294,295,100,0.009837033150802,
CT,CT,2015,April,Heroin (T40.1),306,307,100,0.009858368111465,
CT,CT,2015,May,Heroin (T40.1),306,307,100,0.013141899661596,
CT,CT,2015,June,Heroin (T40.1),309,310,100,0.013111315064901,
CT,CT,2015,July,Heroin (T40.1),338,340,100,0.016333464001045,
CT,CT,2015,August,Heroin (T40.1),341,343,100,0.016367147860814,
CT,CT,2015,September,Heroin (T40.1),353,355,100,0.019636078020683,
CT,CT,2015,October,Heroin (T40.1),368,370,100,0.016331863465621,
CT,CT,2015,November,Heroin (T40.1),382,384,100,0.019511560599655,
CT,CT,2015,December,Heroin (T40.1),394,396,100,0.016339869281046,
CT,CT,2016,January,Heroin (T40.1),403,405,100,0.016464699683878,
CT,CT,2016,February,Heroin (T40.1),410,412,100,0.016539313949257,
CT,CT,2016,March,Heroin (T40.1),424,426,100,0.016577150056362,
CT,CT,2016,April,Heroin (T40.1),436,438,100,0.016557387906484,
CT,CT,2016,May,Heroin (T40.1),454,456,100,0.013245910325187,
CT,CT,2016,June,Heroin (T40.1),462,464,100,0.016562872664635,
CT,CT,2016,July,Heroin (T40.1),454,456,100,0.013291686050376,
CT,CT,2016,August,Heroin (T40.1),461,463,100,0.016580448335323,
CT,CT,2016,September,Heroin (T40.1),456,458,100,0.016617920765754,
CT,CT,2016,October,Heroin (T40.1),443,445,100,0.01658099817609,
CT,CT,2016,November,Heroin (T40.1),451,453,100,0.016504918465703,
CT,CT,2016,December,Heroin (T40.1),459,462,100,0.026108808459254,
CT,CT,2017,January,Heroin (T40.1),470,469,100,0.025945384964649,Underreported due to incomplete data
CT,CT,2017,February,Heroin (T40.1),468,469,100,0.02578731908584,Underreported due to incomplete data
CT,CT,2017,March,Heroin (T40.1),476,476,100,0.025756600128783,Underreported due to incomplete data
CT,CT,2017,April,Heroin (T40.1),465,464,100,0.025720164609054,Underreported due to incomplete data
CT,CT,2017,May,Heroin (T40.1),473,471,100,0.025709419288492,Underreported due to incomplete data
